id,type,title,latitude,longitude,address,description
48630,RESV,Victoria Square,-34.93013525,138.5985548,,At the time the square was named Princess Victoria was the Heir to the Throne of England.  Dual naming approved by the City of Adelaide on 28/5/2001.  Dual naming as Victoria Square / Tarndanyangga approved by Minister for Administrative Services and gaz
41663,LAKE,Breakout Creek Wetlands,-34.93012436,138.5200539,,The wetlands cover 1.2 km of land upstream on the River Torrens / Karrawirra Parrir from Tapleys Hill Road.  No extent established.
39531,BLDG,Weeroni House,-34.93009542,138.613685,,"144-153 East Terrace, Adelaide"
39443,BLDG,Naval Military and Air Force Club,-34.93008538,138.6105349,,"101-119 Hutt Street, Adelaide"
25385,SUBD,White Park,-34.9300444,138.5235139,,Private subdivision of Sections 219 & 2027
27564,RESV,Coral Sea Reserve,-34.93004424,138.5093537,,
50912,SUB,Marryatville,-34.93003576,138.6446553,,"Grey's wife was the daughter of Charles Marryat of Park Field, Potter's Bar. Originally a private subdivision of Section 290.  Portion of Heathpool added in January 2003 to place the whole of the Marryatville High School in one suburb.  Portion of Leabro"
35241,BLDG,Metropolitan Hotel,-34.93003522,138.5960548,,"42-48 Grote Street, Adelaide"
39534,BLDG,Bishop's Palace,-34.93001511,138.5867547,,"91-100 West Terrace, Adelaide.  Location is approximate only."
39472,BLDG,Our Boys Institute,-34.92994535,138.6076349,,"219-223 Wakefield Street, Adelaide"
67594,BLDG,Fulham Gardens Sea Scout Hall,-34.92993886,138.5142953,,Location needs to be verified
15421,BLDG,Her Majesty's Theatre,-34.92993521,138.5955148,,"54-58 Grote Street, Adelaide"
39567,BLDG,The Opera Theatre,-34.92993521,138.5955148,,"58 Grote Street, Adelaide"
39403,BLDG,Sarnia Building,-34.92991523,138.5966948,,"26-30 Grote Street, Adelaide"
50227,SCHL,Loreto Convent Senior School,-34.92988573,138.6411853,,
36483,BLDG,Church of Christ and Church Hall,-34.9298752,138.5941947,,"Rear of 96-100 Grote Street, Adelaide"
37198,BLDG,Craigweil,-34.92985542,138.613635,,"161-162 East Terrace, Adelaide.  Shown as 163 East Terrace in the Womersley Register"
35860,BLDG,Marine and Harbors Building,-34.92982524,138.5976348,,"199-201 Victoria Square, Adelaide.  Shown as 207-211 Victoria Square, Adelaide on the Womersley Register.  The Facade only is still in existence."
22727,BLDG,Victoria House,-34.92978527,138.6001448,,Name change approved by Geographical Names Board in 1987.
58557,BLDG,A D P House,-34.92978527,138.6001448,,Name change approved by Geographical Names Board in 1987.
21977,BLDG,Wakefield House,-34.92976527,138.6005048,,Name approved by Geog Names Board in 1980.
36954,BLDG,Cartef,-34.9297554,138.612435,,"339 Wakefield Street, Adelaide"
58159,BLDG,Cartref House,-34.9297554,138.612435,,"339 Wakefield Street, Adelaide.  Building used as a Child Guidance Clinic, with the name being the name of the house prior to its current use.  Name approved by Geog Names Board in 1980."
36821,BLDG,Carhayes House,-34.92975539,138.6116149,,"327-337 Wakefield Street, Adelaide.  Sown as 329 Wakefield Street, Adelaide in the Womersley Register."
24803,GRDN,Constable Hyde Memorial Garden,-34.92962582,138.6495554,,
39579,BLDG,Wakefield Hotel,-34.92960529,138.6020748,,"74-78 Wakefield Street, Adelaide & 29-39 Divett Place, Adelaide"
37079,SCHL,St Marys College,-34.92960513,138.5878347,,
39280,BLDG,Torrens Building,-34.92955526,138.5996948,,"202-220 Victoria Square, Adelaide.  Shown as Wakefield Street, Adelaide in the Womersley Register."
35647,FTRY,Menz Biscuit Factory,-34.9295453,138.6028049,,"82-98 Wakefield Street, Adelaide.  Shown as 82-96 Wakefield Street, Adelaide in the Womersley Register."
26475,SUBD,Grey,-34.92953486,138.5638744,,Private subdivision.   Location is approximate only.
42485,SCHL,Norton Summit Primary School,-34.92952669,138.7271263,,School opened in 1880.
31742,HILL,The Little Hill,-34.92949641,138.701956,,Name as shown on the Friends of Black Hill and Morialta Inc map without consultation with the Geographical Names Advisory Committee.  The name is unlikely to be approved as a geographical name.
24812,RESV,Prescott Terrace Plantation,-34.92949562,138.6311952,,
38324,BLDG,St Stephen's Lutheran Church,-34.92949532,138.6051849,,"152-160 Wakefield Street, Adelaide"
32075,BLDG,Postal Institute,-34.92948511,138.5865547,,
35782,BLDG,Divett Mews Offices,-34.92942529,138.6023348,,"Former warehouse and stables situated at 22-26 Divett Place, Adelaide.  Location is approximate only."
205,LOCB,Forest Range,-34.92941757,138.8056072,,Reportedly named by Caleb Briggs (Cockburn).  Boundaries created in February 1997 for long established name for the portion within the District Council of Onkaparinga.  Portion within the Adelaide Hills Council added in October 2001. Portion excluded and
38270,BLDG,St Mary's Dominican Convent,-34.92941512,138.5874347,,"273 Franklin Street, Adelaide"
39287,RESV,Ityamaiitpinna,-34.92939546,138.617125,,Kaurna name for the gentleman known as 'King Rodney'.
37872,HOSP,Wakefield Memorial Hospital,-34.92938538,138.6102949,,
39258,BLDG,Adelaide Benevolent and Strangers Friend Society,-34.92938524,138.5972548,,"14 Morialta Street, Adelaide.  Location is approximate only."
26273,BLDG,Lockleys Post Office,-34.92938454,138.5350641,,Name altered on 19/6/1967 to agree with the name of the suburb in which the post office is located.
41234,BLDG,Brooklyn Park Post Office,-34.92938454,138.5350641,,Name altered to agree with the name of the suburb in which the post office is located.
36207,SCHL,Christian Brothers College,-34.92934536,138.6081049,,"75-79 Ifould Street, Adelaide, 208-226 Wakefield Sstreet, Adelaide but shown as 214 Wakefield Street, Adelaide in the Womersley Register."
67585,BLDG,Flastaff on Franklin Hotel,-34.92933728,138.5889918,,
12207,BLDG,Way Hall,-34.92926522,138.5961048,,"Part of the Adelaide Central Mission, located at 43 Franklin Street, Adelaide.  Sir Samuel Way contributed a substantial amount in 1910 for the construction of the original hall, which was demolished in the 1960's.  The new hall retained the same name"
27295,RESV,Ellis Park,-34.92926439,138.5844938,,
35149,BLDG,MLC Building,-34.92925524,138.5976448,,"181-189 Victoria Square, Adelaide.  Sown as 185 Victoria Square, Adelaide on the Womersley Register."
15684,BLDG,Hotel Franklin,-34.92924516,138.5902147,,"Franklin Street, Adelaide"
52686,STRM,Greenhill Rivulet,-34.92922572,138.6405853,,See Ormsby Rivulet / Fifth Creek for further details.
54442,STRM,First Creek,-34.92922572,138.6405853,,"Request to change back to original name declined by Geographical Names Board 7/2/1978.  Request by CC Norwood, Payneham & St Peters to dual name with the new Kaurna name 'Palti Parri' was declined as dual naming is only to be considered when an establish"
67645,BLDG,Fulham Estate Retirement Village,-34.92918525,138.5152431,,
67065,BLDG,Britannia Hotel,-34.92916838,138.6225281,,
25277,GRDN,Attunga Gardens,-34.92916569,138.6373753,,
39532,BLDG,Wheelright Arms Hotel,-34.9291653,138.6028849,,"27-29 Roper Street, Adelaide"
29697,HOSP,Burnside War Memorial Hospital,-34.92914569,138.6374253,,
67284,HOSP,Burnside War Memorial Hospital,-34.92911095,138.6372926,,
38603,QUAR,White Rock Quarry,-34.92904641,138.701966,,Name as shown on the Friends of Black Hill and Morialta Inc map without consultation with the Geographical Names Advisory Committee.  The name is unlikely to be approved as a geographical name.
51022,RESV,Glover Playground,-34.92904541,138.612715,,
35200,BLDG,Mead Hall,-34.92898529,138.6019348,,"Rear of 65-69 Flinders Street, Adelaide"
36702,BLDG,Greek Orthodox Church and Belltower,-34.92897512,138.5871547,,"282-288 Franklin Street, Adelaide"
38737,ROAD,Russell Street Walkway,-34.92895841,138.5014932,,
53793,HMSD,Illilangi,-34.92890837,138.8761281,,
39234,BLDG,Baptist Church Office (former Manse),-34.92883529,138.6017949,,"65-69 Flinders Street, Adelaide"
67545,BLDG,Baptist Church,-34.92877529,138.6020149,,"71-75 Flinders Street, Adelaide"
67592,BLDG,Flinders Street Baptist Church,-34.92877529,138.6020149,,
13596,SUBD,Wattle Park Extension,-34.92874613,138.6764757,,Private subdivision.  Name approved as a subdivision name by the Nomenclature Committee on 21/8/1925.  Location is approximate to the centre of the sunurb of Wattle Park.
54034,BLDG,Wattle Park Post Office,-34.92874613,138.6764757,,Temporarily closed as from 25/9/1965.  Permanently closed as from 1/5/1967.  Location is approximate only to the centre of the suburb.
35676,BLDG,Dimora,-34.92872541,138.612075,,"120-124 East Terrace, Adelaide & 28-40 Nil Street, Adelaide"
41724,RTRK,Grand Prix Track,-34.92870546,138.617125,,
36887,BLDG,Bray House,-34.92867539,138.610835,,"52-68 Hutt Street, Adelaide"
998,BLDG,Flinders Bar and Bistro,-34.92865836,138.6016059,,
13311,SUB,Wattle Park,-34.92864614,138.6777757,,"Originally a private subdivision of Section 288. Boundaries established in 1941 by consensus between Nomenclature Committee, City of Burnside and other government agencies. Portion of Stonyfell added in October 1959.  Portion of Stonyfell added and porti"
41488,RESV,Park 24,-34.92860507,138.5825346,,Name altered by City of Adelaide on 13/3/2000.
42051,RESV,Tambawodli,-34.92860507,138.5825346,,Kaurna name meaning house or home on the plain (from tamba meaning plain and wodli meaning house or home)
67073,BLDG,Bristol Tavern,-34.92859671,138.5939526,,
24576,MT,Mount Charles,-34.92856873,138.9080085,,
5079,HMSD,Wetunga,-34.92856428,138.5122538,,"Home of Samuel A White, situated in the suburb of Fulham.  Location is approximate only to the centre of the suburb."
26060,SUBD,Fulham Park,-34.92856428,138.5122538,,Private subdivision.  Location approximate.
49958,SUB,Fulham,-34.92856428,138.5122538,,"Name adopted as a suburb name in 1944 following consensus between DC West Torrens, Nomenclature Committee and other government agencies.  Portion formerly known as Fulham Park.  It appears that there may have been a change in the southern boundary of Ful"
31400,SCHL,Rosemont School,-34.92851558,138.6275452,,
36421,BLDG,Eudunda Farmers Building,-34.92849524,138.5968348,,
20734,SUBD,Cowandillah,-34.92849473,138.5519943,,Private subdivision of sectoins 92 & 98.
38591,RESV,HMAS Australia Road Reserve,-34.92846992,138.5031539,,
37058,BLDG,General Post Office,-34.92846525,138.5981348,,"141-159 King William Street, Adelaide"
26464,SUBD,Mile End Estate,-34.92846492,138.5683545,,Location approximate.
54359,BLDG,Mile End Post Office,-34.92846492,138.5683545,,Location is approximate only to the centre of the suburb.
36003,BLDG,D F E School of Music,-34.92839536,138.6079949,,"263-279 Flinders Street, Adelaide"
39405,SCHL,School of Music,-34.92838536,138.6078849,,"271 Flinders Street, Adelaide"
39028,BLDG,Pilgrim Church,-34.92836527,138.5994748,,"2-10 Flinders Street, Adelaide."
39235,BLDG,Treasury Building,-34.92835526,138.5989948,,"144 King William Street, Adelaide"
39257,BLDG,Treasury Buildings,-34.92835526,138.5989948,,"142-160 King William Street, Adelaide"
37120,BLDG,Ethnic Affairs Commission Building,-34.92834527,138.5998548,,"16-20 Flinders Street, Adelaide"
30237,SCHL,Flinders Street Primary School,-34.92831532,138.6043549,,"School opened in 1912.  Location is approximate only to the midpoint of Flinders Street, Adelaide."
42493,GLLY,Horsnell Gully,-34.92829646,138.7059861,,"J Horsnell arrived in South Australia 6/7/1839 on the ""Lysander"" and resided in the gully in 1842.  Possessive 's' deleted."
39530,BLDG,Young Street Chambers,-34.92818521,138.5944948,,"25-29 Young Street, Adelaide, 26-30 Eliza Street, Adelaide"
38272,BLDG,St Paul's Rectory,-34.92816533,138.6050649,,"142-160 Flinders Street, Adelaide"
39806,BLDG,St Paul's Anglican Church,-34.92816533,138.6047149,,"192-200 Pulteney Street, Adelaide.  No longer used as a church."
39500,BLDG,Observatory House,-34.9281353,138.6023849,,"84-86 Flinders Street, Adelaide"
54332,BLDG,Fulham Post Office,-34.92813427,138.5108738,,Location is approximate only to the cnetre of the suburb.
58157,HMSD,Holmfirth,-34.92813427,138.5108738,,"Name of the home of the Mellor family.  The house was built by J F Mellor circa 1880's, and was located on Henley Beach Road, Fulham.  It was demolished in the 1960's"
39551,BLDG,Bethlehem Lutheran Church,-34.92806534,138.6056049,,"164-170 Flinders Street, Adelaide"
50117,SUB,Mile End,-34.92797494,138.5703045,,"Originally a private subdivision of Section 3. name adopted within the DC West Torrens as a suburb name in 1944 following consensus between DC West Torrens, Nomenclature Committee and other government agencies.  Portion formerly known as mile end estate."
26469,SUBD,New Mile End,-34.92795475,138.5536743,,Private subdivision. Name approved as a subdivision name by the Nomenclature Committee on 24/7/1925.
26267,RESV,Branson Reserve,-34.92792614,138.6769157,,
35783,BLDG,Electra House,-34.92792525,138.5981148,,"131-133 King William Street, Adelaide"
36267,BLDG,Methodist Church Meeting Hall,-34.92780527,138.5994348,,"25 Pirie Street, Adelaide"
22896,BRDG,Kidman Bridge,-34.92780438,138.5204239,,
1008,RESV,High Street Reserve,-34.92778581,138.6478854,,Name confirmed by the City of Norwood Payneham & St Peters in August 2008.
25096,SUBD,Meldreth Park,-34.92776465,138.5443842,,Private subdivision.  For name change vide Government Gazette 23/7/1942.
36649,BLDG,Federation Trading,-34.9277352,138.5935748,,"127-133 Waymouth Street, Adelaide.  Former Aerated Bread Factory"
36825,BLDG,Cumberland Arms Hotel,-34.92772517,138.5906747,,"203-207 Waymouth Street, Adelaide"
356,BLDG,Garage Bar,-34.92770566,138.5918669,,
36484,BLDG,Colonel Light Hotel,-34.92770519,138.5920148,,"Light Square, Adelaide"
39070,BLDG,Regines,-34.92770519,138.5920148,,"61-71 Light Square, Adelaide"
67330,BLDG,Marryatville Hotel,-34.92769974,138.6485811,,
45833,RESV,Cudmore Reserve,-34.92765578,138.5003453,,
28829,STRM,Witoingga,-34.92764771,138.494043,,
34986,STRM,Koora Weera,-34.92764771,138.494043,,
45736,STRM,Karra Wirraparrie,-34.92764771,138.494043,,"applies to that portion of the river adjacent to the city of adelaide-other portions named as follows korreweera, karraundo ingga, witiongga, perre or peere or parri, yertala and yatala"
53305,STRM,Karraundo Ingga,-34.92764771,138.494043,,"refers to that portion of the river adjacent to hindmarsh-other portions known as yatala, karra wirraparrie, korra weera, witoingga, peere of perre or parri, and yertala"
52238,STRM,Korra Weera,-34.92764771,138.494043,,"applies to that portion of the river torrens adjacent to the city of adelaide. other name apply to other portions of the river, i.e. - karra wirraparrie, karraundo ingga, witiongga, perre or peere or parri, yertala"
32971,BLDG,Kensington Park Post Office,-34.92764583,138.6491654,,Name altered to agree with the name of the suburb in which the post office is located.
57226,BLDG,Marryatville Post Office,-34.92764583,138.6491654,,Name altered on 1/8/1967 to agree with the name of the suburb in which the post office is located.
39457,BLDG,Shakespeare Chambers,-34.92764521,138.5938548,,"123 Waymouth Street, Adelaide & 2-10 Cannon Street, Adelaide"
27915,RESV,Christian Brothers College Ovals,-34.92760977,138.6164572,,
67282,BLDG,Chelsea Cinema,-34.92758635,138.6501224,,
31883,SCHL,Saltash College,-34.92758538,138.609575,,
27247,FTRY,Adelaide Brewery,-34.92753531,138.6027749,,"50-62 Wyatt Street, Adelaide"
35197,BLDG,Meeting Hall,-34.92753527,138.5994648,,"21-23 Pirie Street, Adelaide.  Former Wesleyan Methodist Church."
39059,BLDG,Prince Alfred Chambers,-34.92742526,138.5986948,,
46803,BLDG,Adelaide Town Hall Complex,-34.92742526,138.5986948,,"King William Street, Adelaide"
54896,RESV,Lockleys Reserve,-34.92740459,138.5388141,,
57060,SCHL,Adelaide High School,-34.92736511,138.5852547,,"West Terrace, Adelaide"
56805,SCHL,Adelaide High School,-34.92736511,138.5852547,,
36701,BLDG,Epworth Building,-34.92735528,138.5997349,,"31-35 Pirie Street, Adelaide"
39060,BLDG,Eagle Chambers,-34.92734297,138.5986708,,
39116,BLDG,Queens Chambers,-34.92732527,138.5993848,,"19 Pirie Street, Adelaide"
39102,BLDG,Gladstone Chambers,-34.92730021,138.5994404,,
24807,RESV,Gardiner Reserve,-34.92728608,138.6713857,,
39477,BLDG,Rymill House,-34.92728541,138.611265,,"91-100 East Terrace, Adelaide.  Shown as Hutt Street, Adelaide on the Womersley Register."
39171,BLDG,People's Palace,-34.9272853,138.6017449,,"87-95 Pirie Street, Adelaide"
36996,BLDG,Darlington House,-34.92728529,138.6010349,,"89 Pirie Street, Adelaide"
39080,BLDG,Sands and MacDougall,-34.92728518,138.5914948,,"79 Light Square, Adelaide"
39121,BLDG,Rymill House Coach House,-34.9272654,138.610725,,"22 Hutt Street, Adeladie"
39401,BLDG,Sands and MacDougall Warehouse,-34.92724518,138.5912848,,"73-79 Light Square, Adelaide"
46020,BLDG,Henley Beach Post Office,-34.92720415,138.4996137,,
24397,GRDN,Chelsea Theatre Garden,-34.92716585,138.6505754,,
48948,RESV,Pirie Street Volley Ball Courts,-34.92715044,138.6064896,,Allotment 6 in DP.21138.
39529,BLDG,White Conduit Hotel,-34.92713516,138.5891447,,"30-34 North Street, Adelaide"
66976,BLDG,Christ the King Catholic Church,-34.92710973,138.5251668,,
39260,BLDG,Tolley's Warehouse,-34.92709522,138.5950548,,
2817,RESV,Alfred Street Park,-34.92708562,138.6302852,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
36950,BLDG,Cobbs Restaurant,-34.92706518,138.5911748,,"63 Light Square, Adelaide.  Former a tobacco factory."
25072,SUBD,West Adelaide,-34.92696491,138.5669145,,Private subdivision.  Location is approximate only.
2643,BLDG,Adelaide High School Theatre,-34.92696449,138.5852861,,
39233,BLDG,Tivoli Hotel,-34.92695537,138.608305,,"261-269 Pirie Street, Adelaide"
39799,BLDG,Regines Restaurant,-34.9269552,138.5931048,,"69 Light Square, Adelaide"
2061,RESV,Donegal Street Reserve,-34.92694572,138.6389153,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
5332,BLDG,Wattle Park Teachers Centre,-34.92692606,138.6695057,,
5334,BLDG,Wattle Park Retirement Village,-34.92692606,138.6695057,,A Southern Cross retirement village.
24393,RESV,Magill Stone Mine,-34.92691623,138.6845159,,
49620,BLDG,Ambassadors Hotel,-34.92691526,138.5980148,,"107-109 King William Street, Adelaide"
42696,HMSD,Alawa,-34.92690794,138.8369476,,
48032,HMSD,Eden,-34.92690794,138.8369476,,
20969,RSTA,Pirie Street Tram Stop,-34.92690563,138.5983424,,
39118,BLDG,National Mutual Building (ANZ Complex),-34.92685526,138.5980148,,"91 King William Street, Adelaide.  Location is approximate only."
38645,RESV,Henley Beach South Foreshore,-34.92684095,138.4937563,,
66469,HOSP,Ashford Community Hospital South West Campus,-34.92682715,138.5662047,,
37455,RESV,Pioneer Reserve,-34.92681788,138.4952417,,
28531,?,Yarralinka,-34.92680519,138.5921648,,Also known by the dual naming of Light Square / Wauwe.
28537,RESV,Light Square,-34.92680519,138.5921648,,Dual naming with Wauwe approved by City of Adelaide on 28/5/2001.  Also shown on some record as Yarralinka - source unknown.
38752,RESV,Wauwe,-34.92680519,138.5921648,,"Wife of Kadlitpinna, also known as 'Captain Jack'.  Dual naming with Wauwe approved by City of Adelaide on 28/5/2001.  Also shown on some record as Yarralinka - source unknown."
1942,RESV,Kensington Pioneer Park,-34.92671579,138.6449154,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
36469,FTRY,ETSA Converter Station,-34.92669541,138.610995,,"48-51 East Terrace, Adelaide"
39404,BLDG,Savings Bank of South Australia,-34.92669526,138.5979848,,"97 King William Street, Adelaide"
37936,RESV,Everest Street Reserve,-34.92669026,138.5046174,,
39420,BLDG,Royal Victoria / Gueens Theatre,-34.92668521,138.5935448,,"Playhouse Lane, Adelaide"
39473,BLDG,Mutual Chambers,-34.92664526,138.5980348,,"111 King William Street, Adelaide.  Location is approximate only."
36106,RSTA,Mile End Railway Station,-34.92662204,138.5787897,,1 mile south of Adelaide on the Seaford line.
47218,RESV,Norwood Pioneers Memorial Park,-34.92659579,138.6450554,,
67006,BLDG,Edinburgh Castle Hotel,-34.92657722,138.5880279,,
29990,HMSD,Clovernook,-34.92653936,138.9635392,,
37014,MONU,Colonel William Light's Grave and Monument,-34.9265052,138.5921548,,"Light Square, Adeliade"
38717,BLDG,Stock Exchange Office,-34.92648528,138.5994049,,"55 Exchange Place, Adelaide"
53544,HMSD,Pappin,-34.92647732,138.781707,,
31409,BLDG,Adelaide Stock Exchange,-34.92647528,138.5994149,,"53-57 Exchange Place, Adelaide"
66934,STRM,Deep Creek,-34.92646717,138.7676068,,
37588,RESV,Grenfell Plaza,-34.92644483,138.5994358,,Allotment 101 in DP.47431.
36419,BLDG,Deacons Tavern,-34.9264153,138.6011849,,"18-20 Coromandel Place, Adelaide & 1-3 French Street, Adelaide"
39067,BLDG,National Mutual Building,-34.92640526,138.5980148,,"89-93 King William Street, Adelaide.  Location is approximate only."
13465,BLDG,Flinders Lodge Motel,-34.9263814,138.6189297,,
41466,SUBD,Adelaide West,-34.92637498,138.5732046,,Private subdivision.  Exact location not established.
15422,BLDG,Heritage Hotel,-34.92636519,138.5912748,,"41-49 Light Square, Adelaide"
35675,BLDG,Elder House,-34.92630525,138.5968848,,"27 Currie Street, Adelaide"
39442,BLDG,Royal Admiral Hotel,-34.92628522,138.5946348,,"125-127 Hindley Street, Adelaide"
66947,BLDG,Bull and Bear Hotel,-34.92628332,138.5979598,,
29839,SCHL,Currie Street Primary School,-34.92626517,138.5899948,,School opened in 1891.  Location is approximate only.
33617,RANG,Giles Range,-34.92625645,138.7040961,,Sections 1107 and 1108.  South side of Old Norton Summit Road.
44286,FTRY,Adelaide Brewery,-34.92625531,138.6025649,,"58-62 Wyatt Street, Adelaide.  Shown as 54-58 Wyatt Street, Adelaide in the Womersley Register."
23518,RESV,Caloroga Street Reserve,-34.92620612,138.6740157,,
67538,RESV,Borthwick Park,-34.92617576,138.6419754,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
39499,BLDG,RAA Offices,-34.92613533,138.6035749,,"49-51 Hindmarsh Square, Adelaide"
39502,BLDG,YMC Headquarters,-34.92612534,138.6052149,,"49 Hindmarsh Square, Adelaide.  Location is approximate only."
39103,BLDG,Brookman Fountain,-34.92611283,138.5998563,,
29609,RESV,Hindmarsh Square,-34.92608534,138.6043749,,Dual naming approved by City of Adelaide on 28/5/2001.
37528,RESV,Mogata,-34.92608534,138.6043749,,"Wife of Mullawirraburka, also known as 'King John'.  Dual naming approved by City of Adelaide on 28/5/2001."
37012,BLDG,Commonwealth Bank,-34.92605526,138.5976248,,"23 Currie Street, Adelaide.  Location is approximate only."
54388,SCHL,Marryatville Primary School,-34.92604583,138.6480654,,School opened in 1884.
38768,BLDG,T and G Building,-34.92604527,138.5986149,,"82-88 King William Street, Adelaide"
33156,SUB,Lockleys,-34.9259945,138.5300941,,"Originally a private subdivision of Section 145.  Name adopted as a suburb name in 1944 following consensus between DC West Torrens, Nomenclature Committee and other government agencies.  Portions formerly known as White Park and Lockleys Estate.  A prop"
55781,STRM,Sheoak Creek,-34.92592722,138.7722069,,
37056,BLDG,ETSA Warehouse,-34.92592538,138.608325,,"47-51 Tam-O-Shanter Place, Adelaide & 22-26 Devonshire Place, Adelaide"
39132,BLDG,Wiggs' Building,-34.9259253,138.6009349,,"63-69 Grenfell Street, Adelaide"
39447,BLDG,Remand Centre,-34.92589516,138.5886747,,"210-228 Currie Street, Adelaide"
26054,SUBD,Boskenna,-34.92587589,138.6538955,,Private subdivision now incorporated into Kensington Park.
39203,BLDG,Bertram House,-34.9258653,138.6011749,,"73 Grenfell Street, Adelaide"
35890,BLDG,Duke of York Hotel,-34.92585523,138.5951448,,"82-86 Currie Street, Adelaide; 19-23 Kingston Street, Adelaide"
30277,SCHL,Adelaide College of TAFE School of Music,-34.92583521,138.5929848,,Location is approximate only.
30915,SCHL,Adelaide TAFE Centre for the Performing Art,-34.92583521,138.5929848,,
34137,SCHL,Adelaide College of TAFE,-34.92583521,138.5929848,,Now known as the Adelaide Institute of Vocational Education.
43109,SCHL,Adelaide Institute of Vocatonal Education,-34.92583521,138.5929848,,
4690,BLDG,Adelaide Hills Natural Resource Centre,-34.92581841,138.7213181,,
39552,BLDG,Wyatt House,-34.92578532,138.6032049,,"113-119 Grenfell Street, Adelaide"
35778,BLDG,Grenfell Street Mail Exchange,-34.92573531,138.6021849,,"101-107 Grenfell Street, Adelaide"
47557,SUB,Skye,-34.92571631,138.691186,,Originally a private subdivision of Section 918.  Name approved by Geographical Names Board in 1978.  Boundaries altered by Geographical Names Board in 1979 to create the suburb of Auldana.  Portion excluded and added to Auldana in June 2004.  Portion ex
39229,BLDG,Wests Coffee Palace,-34.92566524,138.5955048,,"104-118 Hindley Street, Adelaide."
23231,HILL,Sheoak Hill,-34.9256573,138.778797,,Name supplied by adjoining landowner who advised that it was well used locally.
58358,HMSD,Klee Brae,-34.9256384,138.8776282,,
54832,BLDG,ANZ Bank,-34.92562527,138.5979149,,"81-87 King William Atreet, Adelaide"
36565,HMSD,Amarina,-34.92561682,138.7365665,,
16394,BLDG,Hindmarsh Buildings,-34.92561535,138.6054149,,"134-140 grenfell street, adelaide"
38228,BLDG,Tattersalls Club,-34.92560528,138.5989449,,"12-14 Grenfell Street, Adelaide"
39760,BLDG,New Zealand Bank,-34.92560528,138.5989449,,"18 Grenfell Street, Adelaide.  Location is approximate only."
50631,BLDG,Bank of New Zealand,-34.92560528,138.5990249,,"18 Grenfell Street, Adelaide"
35807,BLDG,Mount Converter Station,-34.9255954,138.609885,,"52-60 East Terrace, Adelaide.  Location is approximate only."
38049,RESV,Tatura Reserve,-34.92558378,138.5143565,,
36422,BLDG,Executor Trustee and Agency Building,-34.92557528,138.5992649,,"22-24 Grenfell Street, Adelaide"
38700,BLDG,Tattersalls Building,-34.92551529,138.5996849,,"12-14 Grenfell Street, Adelaide"
1212,BLDG,East End Exchange Hotel,-34.92550567,138.6085314,,
54827,SCHL,Adelaide Technical College,-34.92545539,138.609025,,
39391,BLDG,Producer's Hotel,-34.92543539,138.608635,,"233-237 Grenfell Street, Adelaide."
35561,BLDG,Megaw and Hogg Auction Rooms,-34.92538525,138.5963848,,"26-30 Leigh Street, Adelaide"
31388,RESV,Rymill Park,-34.92535543,138.612755,,Dual naming approved by City of Adelaide on 28/5/2001.
39160,RESV,Mullawirraburka,-34.92535543,138.612755,,Kaurna name for the gentleman known as 'King John'.  Dual naming approved by City of Adelaide on 28/5/2001.
36418,BLDG,Goldsbrough Mort Warehouse,-34.9253452,138.5915148,,"9-19 Light Square, Adelaide"
23599,SUBD,Roseville,-34.92533585,138.6495255,,
31878,SCHL,Roseville Primary School,-34.92533585,138.6495255,,School opened in 1919.  Location is approximate only.
36704,BLDG,Griffin's Head Hotel,-34.92529535,138.6051649,,"36-40 Hindmarsh Square, Adelaide"
52504,SUB,Kensington,-34.92528579,138.6446454,,Originally a private subdivision of Section 289.
45203,RESV,Riverway Reserve,-34.92521945,138.5171919,,Part of the River Torrens Linear Park.
2042,BAPL,Norwood Swimming Centre,-34.92521575,138.6406254,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
36888,BLDG,Crown and Anchor Hotel,-34.92521537,138.607065,,"196-198 Grenfell Street, Adelaide, 35-39 Union Street, Adelaide"
39058,BLDG,James Place Toilets,-34.92517584,138.5992263,,Allotment 123 in Filed Plan 181775.
59367,SCHL,St Josephs Memorial School,-34.92512573,138.6385853,,
2774,RESV,Church Avenue Reserve,-34.92508565,138.6321253,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
