id,type,title,latitude,longitude,address,description,phone,website
189,Library,State Library of SA,-34.921025,138.608667,"North Tce, Adelaide, South Australia","Collection of general reference material including electronic information resources, maps, newspapers and periodicals. South Australiana - published and archival heritage collections, including photographs and sound recordings, that document both past and contemporary South Australian life. General reference enquiry service - also available by telephone and via the library's website. As know online real-time chat based reference service staffed by all Australian State Libraries and National Libraries of Australia, NZ and Singapore. Access centre for the National Film & Sound Archives. Administration of legal deposit arrangements to obtain all South Australian publications including audio-visual and other non-print resources. Administration of state subsidies to public libraries through Public Library Services, tel. 8348 2311. Bradman Collection - permanent free exhibition of cricketing memorabilia housed in the Institute Building, cnr Kintore Ave and North Tce. Public computer access - including internet access, audio-visual resources/services and equipment for people with vision impairment. Copy Centre - including basic, colour and specialised photocopying, binding and laminating, microfiche and microfilm sales, faxing and library publication sales outlet, tel. 8207 7334, fax 8207 7354. Development and maintenance of special collections - including children's literature, Aboriginal and Torres Strait Islander collections, oral history, maritime, wine and rare books. English Language Learning & Improvement Service (ELLIS) - including graded course books, videos, audio tapes and computer programs for people wishing to improve their English literacy skills. Exhibitions including Mortlock Wing South Australiana, Treasures Wall, MultiMedia Wall and Ron Boland newspaper display. Family history service. Friends of the State Library, tel. 8207 7255. Individual study rooms and meeting rooms. Seminars - including oral history and family history. Support to public library services. Venue hire, tel. 8207 7203, 0401 125 093",08 8207 7250,www.slsa.sa.gov.au
230,Library,National Archives of Australia - Adelaide Office,-34.9240265,138.5976835,"South Australian Archives Centre, 26-28 Leigh Street, Adelaide, South Australia","Preserves and ensures public and official access to documentary records of the commonwealth government. Provides training and advice to professional archives in Australia and the Pacific region. Exhibitions and events",08 8204 8787,www.naa.gov.au
287,Library,Migration Museum,-34.886488,138.601772,"82 Kintore Ave, Adelaide, South Australia","Exhibitions and events on the immigration and settlement history of South Australia. Guided tours. Education programs. School holiday programs. Settlement square - commemorative record of arrivals to Australia. Permanent exhibition of the history of the site - Adelaide's Destitute Asylum. Volunteer program - volunteers assist in areas including cataloguing, library, research, oral history and events",,www.history.sa.gov.au
3,Sport,Tennis SA,-34.9150937,138.5994693,"War Memorial Dr, Adelaide, South Australia",Support and promotion of tennis in South Australia,08 7224 8100,www.tennis.com.au/sa
4,Sport,Tenpin Bowling Australia (SA Division) Inc.,-34.9318929,138.5903474,"262 Wright St, Adelaide, South Australia","Coordination and promotion of ten pin bowling in South Australia. Information about local clubs",,www.tenpinsa.com.au
5,Sport,Touch Football SA,-34.93317,138.615428,"400 Gilles St, Adelaide, South Australia","Coordination and promotion of touch football in South Australia. Information about local clubs",,www.touchsa.com.au
6,Sport,Yachting SA,-34.931111,138.5942378,"1st Floor, 300 Morphett St, Adelaide, South Australia","Promotion of and support for yacht racing, sailing, cruising, power boating and other forms of water sport and recreation. Promotion of and support for sail training, boat handling skills, navigation skills and good seamanship. Information about local clubs",08 8410 2117,www.sa.yachting.org.au
7,Sport,Calisthenic Association of SA Inc.,-34.9301484,138.6031507,"65 Angas St, Adelaide, South Australia","Support for and promotion of calisthenics in South Australia. Information about local clubs in metropolitan and regional areas",08 8223 5765,www.calisthenicssa.com.au
9,Sport,Sailability SA,-34.931111,138.5942378,"c/- Yachting SA, 300 Morphett St, Adelaide, South Australia","Sailing for people with disabilities - social, recreational and competitive",08 8260 2793,www.sailability.org
10,Sport,Adelaide City Women's Football Club,-34.9355613,138.6024472,"Park 18 Cnr Hutt Rd and South Tce, Adelaide, South Australia",Football (soccer),,www.acwfc.com
11,Sport,Adelaide High Old Scholars Cricket Club Inc.,-34.9258222,138.5869065,"Adelaide High School, West Tce, Adelaide, South Australia","Cricket - competes in Adelaide Turf Cricket Association competition. Senior 2-day cricket (ATCA A1, A3, B3, C2). Senior 1-day cricket (LO). Twenty20 Cricket",,www.ahoscc.com
40,Sport,Tai Chi & Chi Kung Institute & Chinese Yoga,-34.934552,138.608193,"Deaf SA Hall (Tues & Fri sessions), 262 South Tce, Adelaide, South Australia","*Chi Kung - relaxation and Chi breathing exercises: Tai chi classes including slow exercises, concentration and co-ordination, 8 instructors accredited in China and Australia (NCAS), 7 week course available during school term, Free introductory lesson proceeds each 7 week term, Free course brochure and discount coupons sent out on request or available on the Tai chi website, Consession discount for Seniors Card Holders",8371 2488,www.taichi.com.au
41,Sport,Adelaide High School,-34.9293435,138.5879672,"West Tce, Adelaide, South Australia","Secondary education - Years 8 to 12. Special language program. Centre for hearing impaired students. Programs of excellence in cricket and rowing",08 8231 9373,www.adelaidehs.sa.edu.au
409,Sport,Adelaide Plains Basketball Association,-34.9286212,138.5999594,", Adelaide, South Australia",Basketball,,
410,Sport,Adelaide Plains Darts Association,-34.9286212,138.5999594,", Adelaide, South Australia",Darts,,
33,Volunteer,Horizons Volunteer Program,-34.9274532,138.5972944,"c/- Commonwealth Respite and Carelink Centre, North & West Country, 43 Franklin St, Adelaide, South Australia","Respite - out of home respite.  Including shopping, social activities and accompanying a client to an appointment. Social support - including friendly visiting and regular phone calls",,
142,Volunteer,Court Volunteer Service,-34.928678,138.600115,"Administration: Level 3, Adelaide Magistrates Court, 260-280 Victoria Sq, Adelaide, South Australia","Information and referral - covering all matters relating to the justice system. Refreshments - tea, coffee and biscuits available for a nominal cost. Support for people who are confused, distressed or anxious about going to court",08 8204 0720,www.courts.sa.gov.au
164,Volunteer,Volunteering SA & NT Inc.,-34.927359,138.601035,"Level 5, 182 Victoria Square, Adelaide, South Australia","Promotion of volunteering. Consultancy services regarding development of volunteering programs, staff policies and procedures. Referral service for volunteers - matches the needs of people requiring satisfying voluntary activity with the needs of not-for-profit community organisations. Training for volunteers and volunteer organisations and managers, including short courses and tailored courses",8221 7177,www.volunteeringsa.org.au
191,Volunteer,Oxfam Australia Adelaide,-34.925448,138.611449,"Level 2, 5-7 Hutt Street, Adelaide, South Australia","Overseas aid. Fund raising - for community development projects in developing countries and Australia. Promotion of inter-cultural, international understanding and relations. Public education and awareness - global poverty and development issues. Ethical investment fund. Second-hand bookshop, 7 Hutt St, Adelaide, tel. 8236 2150, open Tues, Fri, Sat 9am - 5pm",08 8236 2100,www.oxfam.org.au
213,Volunteer,DonateLife SA,-34.9244735,138.6014712,"Level 6, 45 Grenfell St, Adelaide, South Australia","Coordination of organ and tissue donation for transplantation. Professional education. Public education and awareness - including provision of guest speakers. Support for families of organ donors - including counselling through the Donor Family Support Service",08 8207 7117,www.donatelife.gov.au
232,Volunteer,Neighbourhood Watch Volunteers Association SA Inc.,-34.9298777,138.604497,"Level 2, 100 Angas St, Adelaide, South Australia","Crime prevention/reduction programs. Public safety education",08 7322 4043,www.watchsa.com.au
233,Volunteer,Leukaemia Foundation - SA,-34.925553,138.602664,"76 Pirie St, Adelaide, South Australia","Emotional support and counselling, including bereavement support. Accommodation for country patients receiving treatment in Adelaide and their families - residential units in Richmond and Wayville. Health information - free booklets, fact sheets and resources. Education program and support groups for patients and carers. Country and regional support groups. Fund raising - World's Greatest Shave and Light the Night. Patient transport to and from hospital appointments. Public education and awareness",08 8100 9455,www.leukaemia.org.au
234,Volunteer,Homelink SA,-34.9280593,138.5973375,"10 Pitt St, Adelaide, South Australia","Accommodation support for people with an intellectual disability - full-time, shared care or respite",8150 7200,www.unitingcommunities.org
274,Volunteer,Australian Red Cross Blood Service,-34.92563,138.610983,"301 Pirie St, Adelaide, South Australia",Collection of blood from volunteer donors and distribution of blood and plasma derivatives,13 1495,www.donateblood.com.au
437,Volunteer,World Vision Australia - Volunteers - Mount Gambier,-34.92611,138.601567,"Ground floor 26 Flinders Street, Adelaide, South Australia",World Vision is committed to engaging people in transforming lives by alleviating poverty and confronting its causes.,,www.worldvision.com.au
