"parkId","metabaseContentId","contentId","ownerId","ownerLocale","title","facilityType","features","addressLine1","addressLine2","addressLine3","state","suburb","postcode","abstract","description"
1172,370251,6858,218,"SA","Anderson Court Reserve",",Park,",",Picnic Area,Play Equipment,","Anderson Court",,,"SA","Newton","5074",,"<div><p>The upgrade of Anderson Court Reserve has been the subject of two community consultation processes. Taking into consideration feedback previously provided by the Campbelltown community and more specifically local residents of Anderson Court, staff developed a draft plan according to the consultation comments and suggestions.<br/><br/>The conceptual design layout was inspired by the Campbelltown City Council logo which showcases the cities link between the hills, river and the sun. The soft shapes of the logo are highlighted in the design with the bright fun colours blue, yellow and green. <br/><br/>Playspace blades: Aligned within organic curves inspired by the council logo and visual cues help connect the vertical timber blades that are featured in the adjacent newly renovated Library. These posts encourage children develop their imaginative play while also using their motor skills through developing games and playing within the sculptural posts.  <br/><br/>Artificial grass mounds: The mounds are shaded by nearby mature trees and act as alternative seating and personal space for people to read a book or relax. The Mound is made from a rubber soft fall making it suitable for jumping, running up, sitting and most importantly maintenance. <br/><br/>Shade panels and seating: These panels are temporary vertical structure designed by council to act as shade for seating. The panels can be removed once newly planted trees mature and provide natural shade. Seating in the form of coloured benches or grass mounds are provided throughout the landscape space for visitors to rest, interact, socialize and supervise.  <br/><br/>Recycled play equipment: To create a cost effective Playspace the design incorporated some of the existing play equipment by relocating the pieces to form a balancing course. </p></div>"
1174,371459,5935,220,"SA","Kiln Reserve",",Park,",,"Kiln Drive",,,"SA","BROMPTON","5007",,
1175,371462,5936,220,"SA","Thomas Harkness Reserve",",Park,",",Play Equipment,Shelter,","Spurs Avenue",,,"SA","BROMPTON","5007",,
1176,371463,5937,220,"SA","Boucatt Reserve",",Park,",",Shelter,","Boucatt Place",,,"SA","BROMPTON","5007",,
1177,371468,5938,220,"SA","Horsley Drive Reserve",",Park,",",Picnic Area,Play Equipment,Shelter,","Horsley Drive",,,"SA","KIDMAN PARK","5025",,
1178,371479,5939,220,"SA","Clare Street Reserve",",Park,",,"Clare Street",,,"SA","Athol Park","5012",,
1179,371480,5940,220,"SA","Emma Street Reserve",",Park,",,"Emma Street",,,"SA","Athol Park","5012",,
1180,371481,5941,220,"SA","Hamilton Road Reserve",",Park,",,"Hamilton Road",,,"SA","Athol Park","5012",,
1181,371698,5959,220,"SA","Crompton Reserve",",Park,",,"Crompton Drive",,,"SA","WOODVILLE","5011",,
1182,371699,5960,220,"SA","Charles Mathews Reserve",",Park,",,"Charles Matthew Circuit",,,"SA","WOODVILLE","5011",,
1183,371700,5961,220,"SA","Brocas Reserve",",Park,",,"Brocas Avenue",,,"SA","WOODVILLE","5011",,
1184,371701,5962,220,"SA","St Clair Oval (No.3)",",Oval,Park,",",BBQ Facilities,Play Equipment,Shelter,","Brocas Avenue",,,"SA","WOODVILLE","5011",,
1185,371892,5927,242,"SA","Dumbarton Avenue Reserve","Park","Play Equipment,Shelter","Dumbarton Avenue","NULL","NULL","SA","EDWARDSTOWN","5038","Dumbarton Reserve received an upgraded playground in 2010.  The reserve is fenced and also includes seating and a shelter.  Check out the great mosaic tiles in the footpath while you are visiting.","Park Photos"
361,325536,4290,270,"SA","Yallunda Flat Showgrounds",",Oval,",",BBQ Facilities,Dog Exercise Area,Picnic Area,Play Equipment,Toilets,","Bratten Way",,,"SA","Tumby Bay","5605","The animal, birdlife and wildflowers are prolific in this area. the site of the Yallunda Flat Show on the long weekend in October and cricket games in the summer.",
362,325537,4291,270,"SA","Koppio Old School Playground",",Park,",",Picnic Area,Play Equipment,Toilets,","Corner Koppio Road/ Pillaworta Road",,,"SA","Koppio",,"Site of old Koppio School which opened in 1905 and closed in 1909, reopened in 1918 and closed 1970.",
363,325538,4292,270,"SA","Port Neill Tennis Courts",",Park,",",Shelter,Sports Facilities,Toilets,","Wallis Street",,,"SA","Port Neill","5604","Situated adjacent the Port Neill General Store.",
364,325549,7683,245,"SA","Battunga Park",",Park,",,"37-45 Mawson Road",,,"SA","Meadows","5201","This reserve features an open grassed space.",
365,325550,7688,245,"SA","Mount Barker Recreation Ground",",Oval,",",Disabled Facilities,Sports Facilities,Toilets,","2 Howard Lane",,,"SA","Mount Barker","5251",,
366,325551,7693,245,"SA","Weld Park",",Park,",,"1 Skipper Street",,,"SA","Mount Barker","5251","A sloping grassy open space with many large trees, located amongst residential homes.","<div><p><a href="
367,325552,7694,245,"SA","Laratinga Wetlands",",Park,",",BBQ Facilities,Cycling,Picnic Area,Shelter,Toilets,Walking and Hiking trails,","Bald Hills Road",,,"SA","Mount Barker","5251","Landscaping design with the use of indigenous plant species has encouraged birds to utilise the wetland. Migrating birds utilise the safe island habitats. A food forest for Cockatoos has encouraged Cockatoos including the Yellow Tail Black Cockatoo back to the area.","<div><div>Â <table align="
368,325553,7700,245,"SA","Mount Barker Summit",",Park,",,"Mount Summit Road",,,"SA","Mount Barker Summit","5251","Natural bushland with views across the district.",
370,325690,22199,240,"SA","Loxton Show and Recreations Grounds",",Oval,",",Disabled Facilities,Play Equipment,Sports Facilities,Toilets,","Bookpurnong Terrace",,,"SA","Loxton","5333",,"<div><div>Show and Recreation Grounds</div></div>"
371,325691,22200,240,"SA","Loxton North Recreation Grounds",",Oval,",",Play Equipment,Sports Facilities,Toilets,","Balfour Ogilvy Avenue",,,"SA","Loxton","5333",,
372,325692,22201,240,"SA","Waikerie Oval",",Oval,",",Sports Facilities,Toilets,","Peake Terrace",,,"SA","Waikerie","5330",,
373,325693,22202,240,"SA","Waikerie Hockey & Cricket Oval",",Oval,",",Sports Facilities,","Smith Drive",,,"SA","Waikerie","5330","inc. Skate Park",
374,325694,22203,240,"SA","Waikerie Memorial Gardens",",Park,",",Toilets,","Lawrie Terrace",,,"SA","Waikerie","5330",,
375,325712,22204,240,"SA","Waikerie Riverfront",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Toilets,","Leonard Norman Drive",,,"SA","Waikerie","5330",,
376,325713,22205,240,"SA","Waikerie Lions park",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Toilets,","Leonard Norman Drive",,,"SA","Waikerie","5330",,
377,325714,22206,240,"SA","Loxton Lions Park",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Toilets,","Grant Schubert Drive",,,"SA","Loxton","5330",,
378,325715,22207,240,"SA","Waikerie Apex Park",",Park,",",Play Equipment,Shelter,Toilets,","Marks Terrace",,,"SA","Waikerie","5330",,
379,325716,22208,240,"SA","Loxton Apex Park",",Park,",",BBQ Facilities,Picnic Area,Toilets,","Pioneer Walk",,,"SA","Loxton","5333",,
380,325717,22209,240,"SA","Loxton Aquatic Club",",Park,",",BBQ Facilities,Picnic Area,Shelter,Toilets,","Grant Schubert Drive",,,"SA","Loxton","5330",,
381,325718,22210,240,"SA","Ramco Community Recreation Grounds",",Oval,",",Sports Facilities,Toilets,","Waikerie Cadell Road",,,"SA","Ramco","5322",,
382,325719,22211,240,"SA","Kingston Riverfront",",Park,",",BBQ Facilities,Picnic Area,Toilets,","River Terrace",,,"SA","Kingston on Murray",,,
383,325720,22212,240,"SA","Moorook Oval",",Oval,",",Sports Facilities,","Curtis Street",,,"SA","Moorook",,,
384,325721,22213,240,"SA","Moorook Riverfront",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Toilets,","Kingston Road",,,"SA","Moorook","5330",,
385,325722,22214,240,"SA","Ramco Apex Park",",Park,",",Disabled Facilities,Picnic Area,Toilets,","Ramco Point Road",,,"SA","Ramco",,,
386,325723,22215,240,"SA","John Jennings Park",",Park,",",Play Equipment,","Spencer Street",,,"SA","Waikerie","5330",,
387,325724,22216,240,"SA","Wunkar Oval",",Oval,",",Sports Facilities,Toilets,","Snodgrass Road",,,"SA","Wunkar",,,
388,325725,22217,240,"SA","Loxton Riverfront",",Park,",",BBQ Facilities,Picnic Area,Shelter,Toilets,Walking and Hiking trails,","Grant Schubert Drive",,,"SA","Loxton","5333",,
390,325727,22219,240,"SA","Promnitz Gardens",",Park,",,"Campbell Terrace",,,"SA","Waikerie","5330",,
391,325728,22220,240,"SA","Pioneer Gardens",",Park,",,"White Street",,,"SA","Waikerie","5330",,
392,325729,22221,240,"SA","Waikerie Swimming Pool",",Park,",",Shelter,Sports Facilities,Toilets,","Sichler Street",,,"SA","Waikerie","5330",,
393,325730,22222,240,"SA","Harry Tickle Memorial Swimming Pool - Loxton",",Park,",",BBQ Facilities,Disabled Facilities,Shelter,Sports Facilities,Toilets,","Pine Avenue",,,"SA","Loxton","5333",,
394,325731,22223,240,"SA","Waikerie Cemetery",",Park,",,"Strangman Road",,,"SA","Waikerie","5330",,
395,325732,22224,240,"SA","Loxton Cemetery",",Park,",",Disabled Facilities,","Tobruk Terrace",,,"SA","Loxton","5333",,
396,325733,22225,240,"SA","Kingston Cemetery",",Park,",,"Sturt Highway",,,"SA","Kingston-on- Murray",,,
397,325734,22226,240,"SA","Moorook Cemetery",",Park,",,"Gogel Road",,,"SA","Moorook",,,
398,325735,22227,240,"SA","Ramco Cemetery",",Park,",,"Ramco Point Road",,,"SA","Ramco",,,
399,325749,22228,240,"SA","Hilbig Street Playground",",Park,",",Play Equipment,","Hilbig Street",,,"SA","Loxton","5333",,
400,325750,22229,240,"SA","Sturt Street Playground",",Park,",",Play Equipment,","Sturt Street",,,"SA","Loxton","5333",,
401,325751,22230,240,"SA","Kaesler Street Playground",",Park,",",Play Equipment,","Kaesler Street",,,"SA","Loxton","5333",,
402,325752,22231,240,"SA","Anzac Crescent Playground",",Park,",",Play Equipment,Toilets,","Anzac Crescent",,,"SA","Loxton","5333",,
403,325765,4295,270,"SA","Flinders Park",",Park,",,"McCallum Terrace",,,"SA","TUMBY BAY","5605","Situated at the Marina Tumby Bay this Park is a tribute to Matthew Flinders.",
404,325766,4299,270,"SA","Anear Park",",Park,",,,,"Wallis Street","SA","PORT NEILL","5604","Displays a collection of implements used by local settlers.",
405,325767,4300,270,"SA","Heritage Park",",Park,",,,,"Carrow Terrace","SA","PORT NEILL","5604","To commemorate the early pioneers of the district.",
406,325768,4294,270,"SA","Port Neill Foreshore",",Park,",",BBQ Facilities,Play Equipment,Toilets,","Peake Terrace",,,"SA","PORT NEILL","5604","Adjacent jetty this is a lovely spot under the Norfold Island Pine trees for a family picnic or in the",
407,325769,4296,270,"SA","Lipson Oval",",Oval,",,"North Terrace",,,"SA","LIPSON",,"Dogs may be exercised off leash but under voice control. If there is a community event on the Lipson Oval dogs must be on leash.",
408,325770,4297,270,"SA","Tod River Reservoir",",Park,",",BBQ Facilities,Picnic Area,Shelter,Toilets,Walking and Hiking trails,","Tod River Road",,,"SA","TUMBY BAY","5605","Abundant birdlife, nature walks.",
409,325771,4298,270,"SA","Moody Tanks Railway Reserve",",Park,",",Picnic Area,","Yeelanna/Ungarra Road",,,"SA","UNGARRA","5607","This reserve features a unique historic water catchment scheme using a large natural rock formation which collected and stored water for the steam trains that ran in the early part of the century.","<div><div>An idyllic spot for a picnic with fantastic country views from the top of the huge sloped flat rock which at the base has the fully restored water catchment tank.</div></div>"
410,325772,4301,270,"SA","Wharminda Soaks Conservation Park",",Park,",",Picnic Area,Toilets,",,,"Wharminda Boundary Road","SA","WHARMINDA","5603","A beautiful picnic area that is abundant in wildflowers and birdlife. A great area for bushwalking.",
411,325773,4302,270,"SA","Ungarra Memorial Park",",Park,",,,,"Lipson Ungarra Road","SA","UNGARRA","5607","Memorial Park on the entrance to the town with a windmill signifying water, which the word ""ungarra"" means and also a symbol of early settlement.",
412,325774,4303,270,"SA","Ramsey Bicentennial Gardens",",Garden,",,,,"Corner Coney Beer Rd & Wallis Street","SA","PORT NEILL","5604","Completed in 1988 to commemorate the Bicentennial of Australia, walk through and view a large variety of native shrubs and trees.",
413,326089,22240,240,"SA","Heppner Park",",Park,",,,,,,,,,
414,326405,5286,262,"SA","Bert Dix Memorial Park",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Toilets,","Lock 5 Road",,,"SA","Paringa","5340",,
415,326406,5287,262,"SA","Jarrett Memorial Garden",",Garden,",",Picnic Area,Play Equipment,Toilets,","James Avenue","(next to Public Library)",,"SA","Renmark","5341",,
416,326407,5288,262,"SA","Arthur Shepherd Memorial Park",",Park,",",BBQ Facilities,Picnic Area,Toilets,","Patey Drive","(next to Big 4 Renmark Caravan Park)",,"SA","Renmark","5341",,
417,326408,5289,262,"SA","Rotary Park",",Park,",",BBQ Facilities,Picnic Area,Toilets,","Sturt Highway","(in front of Bredls Wildlife Park)",,"SA","Renmark","5341",,
418,326409,5290,262,"SA","Paringa Town Lawns",",Park,",",Picnic Area,Play Equipment,Toilets,","Murtho Road",,,"SA","Paringa","5340",,
419,326934,635,242,"SA","Oaklands Reserve (part of Oaklands Wetland and Reserve)","Park","BBQ Facilities,Cycling,Dog Exercise Area,Play Equipment,Shelter,Toilets,Walking and Hiking trails","The Parade","NULL","NULL","SA","Oaklands Park","5046","A large natural reserve adjacent to the Sturt River and Linear Park with excellent facilities to cater for everyone.","Oaklands Reserve DevelopmentCouncil is developing Oaklands Reserve incorporating wetlands, recreation, play and biodiversity elements. The site incorporates the Oaklands Estate Reserve, and former Driver Training Centre Site.A master plan was developed for the site in 2012, and is being implemented in four key stages including:WetlandRecreation PlazaBiodiversity CorridorAn Adventure Play Space and Surrounding LandscapingCouncil is starting the design for the recreation plaza, biodiversity corridor and adventure play space & open space, and the public is invited to attend a design workshop and site walk (details below).For further information on the project and to register to the project mailing list, please visit the Making Marion website.Design WorkshopWhat: Workshop on the design of the recreation plaza. Skateboarders, scooter & BMX riders, parkour participants, youth and the community are invited to attend.When: Thursday 16 May 2013Time: 6:30 – 8pmWhere: Marion Cultural Centre, Domain Theatre, 287 Diagonal Rd, Oaklands ParkLight refreshments will be provided.RSVP: Register online to attend or email communityengagement@marion.sa.gov.au or phone 8375 6600Site WalkWhat: Site walk to gather information and generate ideas to inform the draft concept of the biodiversity corridor and adventure play space and open space.When: Saturday 18 May 2013Time: Drop in between 12 - 4pmGuided 30 min walks at 1pm and 3pmWhere: Oaklands Reserve, refer to map on reverse for meeting place.Light refreshments will be provided. RSVP: Register online to attend or email communityengagement@marion.sa.gov.au or phone 8375 6600"
448,327188,22296,240,"SA","Alawoona Playground",",Park,",",Disabled Facilities,Play Equipment,Toilets,","Second Street",,,"SA","Alawoona","5311",,"<div><div>Seating available</div></div>"
449,327204,179,220,"SA","Allenby Gardens Reserve",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Toilets,","Lewanick Street",,,"SA","Allenby Gardens","5009",,
450,327205,180,220,"SA","Fawk Reserve",",Oval,Park,",",Dog Exercise Area,Play Equipment,Sports Facilities,","Adele Street",,,"SA","Athol Park","5012",,
451,327206,181,220,"SA","The Avenue Reserve",",Park,",",Play Equipment,Shelter,","The Avenue",,,"SA","Athol Park","5012",,
452,327207,182,220,"SA","Josiah Mitton Reserve",",Park,",",Play Equipment,Sports Facilities,","Wood Avenue",,,"SA","Brompton","5007",,
453,327212,184,220,"SA","Parfitt Square",",Park,",",Picnic Area,Play Equipment,","Corner of Drayton and Fourteenth Streets",,,"SA","Brompton","5007",,
454,327213,186,220,"SA","Collins Reserve",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Toilets,","Valetta Road",,,"SA","Kidman Park","5025","A true family venue, with tennis courts and a skate park.","<div><div><div>Collins Reserve</div><div><img alt="
455,327214,191,220,"SA","Freshwater Lake",",Park,",",BBQ Facilities,Picnic Area,Toilets,Walking and Hiking trails,","West Lakes Boulevard",,,"SA","West Lakes","5021","A popular place to relax and unwind.","<div><div><div><a class="
456,327223,5563,212,"SA","Norman Cole Reserve  - Teringie",",Park,",",Play Equipment,","42 Teringie Drive",,,"SA","Teringie","5072","Small timber playground located adjacent to the tennis court.",
457,327224,5564,212,"SA","Tregarthen Road Reserve - Summertown",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities,Toilets,","1051 Tregarthen Drive",,,"SA","Teringie","5072","Upgraded in 2008, this playground provides for a range of age groups.The main play equipment is shaded by a large shade structure.",
458,327225,5565,212,"SA","Anya Crescent  - Summertown",",Park,",",Play Equipment,","Anya Crescent",,,"SA","Summertown","5141","Small timber playground.",
459,327226,5566,212,"SA","Uraidla Reserve - Uraidla",",Park,",",Play Equipment,Toilets,","1181 Greenhill Road",,,"SA","Uraidla","5142","Small playground in the heart of Uraidla.",
460,327227,5567,212,"SA","Piccadilly Recreation Ground - Piccadilly",",Park,",",Picnic Area,Sports Facilities,Toilets,","Corner of Atkinson","and Piccadilly Roads",,"SA","Piccadilly","5151","Upgraded in 2008, quiet location.",
461,327228,5568,212,"SA","Vincent Reserve - Bridgewater",",Park,",",Picnic Area,Play Equipment,Shelter,Walking and Hiking trails,","47 Oak Avenue",,,"SA","Bridgewater","5155","Equipment provides for toddler age group up to 12 years of age.This playground was upgraded in 2008 and is fully fenced.","<div><div><p> </p></div></div>"
462,327229,5569,212,"SA","Aldgate Oval  - Aldgate",",Park,",",BBQ Facilities,Cycling,Disabled Facilities,Dog Exercise Area,Picnic Area,Play Equipment,Shelter,Sports Facilities,Toilets,Walking and Hiking trails,","18 Churinga Road",,,"SA","Aldgate","5154","Small cubby house provided as part of the kindergarten.",
463,327230,5573,212,"SA","Steamroller Park  - Stirling",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Toilets,","2 Mount Barker Road",,,"SA","Stirling","5152","One of Adelaide's most popular playgrounds.","<div><div><h5><u>Steam Roller Park</u></h5><p>The main feature is an original"
464,327231,5574,212,"SA","Aldgate RSL Playground - Aldgate",",Park,",",Play Equipment,","2 Kemp Road",,,"SA","Aldgate","5154","A small playground located adjacent the Aldgate RSL.",
465,327232,5575,212,"SA","Lions Park - Bridgewater",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Toilets,Walking and Hiking trails,","391 Mount Barker Road",,,"SA","Bridgewater","5155","Located next to the Bridgewater Mill and on the Heysen trail, this is a popular spot for picnics and sight seeing.",
466,327233,5576,212,"SA","Stacey Street - Crafers",",Park,",",Play Equipment,Shelter,","19 Stacey Street",,,"SA","Crafers","5152","Upgraded in 2007, this challenging playground is for older children. Fully fenced with picnic table and shelter.",
467,327234,5577,212,"SA","Lesley Crescent  - Crafers",",Park,",",Play Equipment,Walking and Hiking trails,","4 Lesley Crescent",,,"SA","Crafers","5152","Upgraded in 2007, this playground is targeted towards a younger age group. Partically fenced with picnic table and shade trees within Linear Park.",
468,327235,5578,212,"SA","Sherry Park - Mylor",",Park,",",BBQ Facilities,Play Equipment,Shelter,Sports Facilities,Toilets,","325 Strathalbyn Road",,,"SA","Mylor","5153","Small playground located adjacent the Mylor Oval. BBQs and toilets are located across the creek in the oval grounds.",
469,327236,5579,212,"SA","Federation Park  - Gumeracha",",Park,",",BBQ Facilities,Disabled Facilities,Picnic Area,Play Equipment,Sports Facilities,Toilets,","Albert Street",,,"SA","Gumeracha","5233","Playground catering for a range of age groups located amongst magnificent River Red Gums. A range of facilities provided including a skate park which was built in 2008. Kenton Creek flows through the centre of the park and there are plenty of  lovely spots to enjoy your BBQ or picnic.",
470,327237,5580,212,"SA","Bradwood Park  - Bradbury",",Park,",",Play Equipment,","Bradbury Road",,,"SA","Bradbury","5153","Small playground suited for younger age group.",
471,327238,5581,212,"SA","Birdwood Oval  - Birdwood",",Park,",",Play Equipment,","Shannon Street",,,"SA","Birdwood","5234","Small playground located within Birdwood Sporting Complex.",
472,327239,5582,212,"SA","Lenswood Oval - Lenswood",",Park,",",Play Equipment,","Swamp Road",,,"SA","Lenswood","5240","Small playground suited for younger age group.",
473,327240,5583,212,"SA","Rotary Playground - Lobethal",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities,","3 Reserve Avenue",,,"SA","Lobethal","5241","Good sized playground for all age groups.",
474,327241,5584,212,"SA","Oakbank Kindergarten - Oakbank",",Park,",",Play Equipment,Toilets,","214 Onkaparinga Valley Road",,,"SA","Oakbank","5243","Fully fenced playground located in the heart of Oakbank. Magnificent mature gum trees provide natural shade.",
475,327242,5585,212,"SA","Woodside Recreation Grounds - Woodside",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities,Toilets,","24 Onkaparinga Valley Road",,,"SA","Woodside","5244","Medium sized playground. Fully fenced. Small metal skate ramp.",
476,327243,5586,212,"SA","Balhannah Oval  - Balhannah",",Park,",",Play Equipment,Shelter,Sports Facilities,Toilets,","117 Onkaparinga Valley Road",,,"SA","Balhannah","5242","Medium sized playground. The park adjacent has a BMX track and a large shelter.",
477,327244,5587,212,"SA","Scott Creek Oval - Scott Creek",",Park,",",Play Equipment,","Scott Creek Road",,,"SA","Scott Creek","5153","Small playground suitable for younger age group.",
478,327245,5588,212,"SA","Lobethal Recreation Grounds - Lobethal",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Sports Facilities,Toilets,","Onkaparinga Street",,,"SA","Lobethal","5241","Medium sized playground suitable for younger aged children.",
479,327246,5590,212,"SA","Cudlee Creek Reserve - Cudlee Creek",",Park,",",Play Equipment,","Redden Drive",,,"SA","Cudlee Creek","5232","Small playground. Suitable for younger age group.",
480,327247,5591,212,"SA","Charleston Centennial Park - Charleston",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Toilets,","1 Newman Road",,,"SA","Charleston","5244","Medium sized playground located within the Centennial Park grounds.",
481,327248,5592,212,"SA","Mylor Primary School  - Mylor",",Park,",",Play Equipment,Walking and Hiking trails,","3 South Street",,,"SA","Mylor","5153","Upgraded by the school in 2007. This is a fantastic modern playground for all ages and is nestled amongst the gum trees which provide natural shade. Picnic table available.",
482,327308,22301,240,"SA","Civic Centre Grounds",",Park,",",Picnic Area,","Strangman Road",,,"SA","Waikerie","5330",,"<div><div>Seating available</div></div>"
483,327310,22302,240,"SA","Ifould Park",",Park,",,"McCutcheon Street",,,"SA","Waikerie","5330",,
484,327311,22303,240,"SA","Loxton Horse and Pony Club",",Park,",",Toilets,","Kingston Road",,,"SA","Loxton","5330",,
485,327312,22304,240,"SA","Paisley Riverfront",",Park,",",BBQ Facilities,Disabled Facilities,Picnic Area,Shelter,","River Drive",,,"SA","Paisley","5357",,"<div><div>Seating available</div></div>"
486,327313,22305,240,"SA","Paruna Oval",",Oval,",",Play Equipment,Sports Facilities,","Railway Terrace",,,"SA","Paruna","5311",,"<div><div>Seating available</div></div>"
487,327314,22306,240,"SA","Waikerie Pony Club",",Park,",,"Curtis Road",,,"SA","Waikerie","5330",,
488,327315,22307,240,"SA","Waikerie Recreation Centre",",Oval,Park,",",Sports Facilities,","Lawrie Terrace",,,"SA","Waikerie","5330",,"<div><div>includes Skate Park</div></div>"
489,327331,7697,245,"SA","Dunn Park",",Park,",",Play Equipment,","40-48 Cameron Road",,,"SA","Mount Barker","5251","A grassy open space.",
490,327332,7699,245,"SA","Coppins Bush",",Park,",",Walking and Hiking trails,","2-10 William Street",,,"SA","Littlehampton","5250","Coppins Bush Flora Reserve - Slightly sloping land parcel which is heavily forested.",
491,327333,7701,245,"SA","Anembo Park",",Oval,",",BBQ Facilities,Play Equipment,Sports Facilities,Toilets,","Princes Highway",,,"SA","Littlehampton","5250","Anembo Park is today home to a number of sporting and recreation groups and a popular recreation facility with the local community.",
492,327334,7703,245,"SA","Willow Park",",Park,",,"Princes Highway",,,"SA","Littlehampton","5250","A grassed area with several willowtrees growing around the property.",
493,327335,7738,245,"SA","Hahndorf Recreation Ground",",Oval,",",Sports Facilities,Toilets,","Echunga Road",,,"SA","Hahndorf","5245","An open recreational ground.",
494,327336,7739,245,"SA","Memorial Drive Walkway",",Park,",,"43 Memorial Drive",,,"SA","Mount Barker","5251","A bitumen pathway runs along the full length of this walkway.",
495,327337,7740,245,"SA","Fry Street Reserve",",Park,",,"2 Thiele Avenue",,,"SA","Mount Barker","5251","A nice open lawned area with many scattered trees.",
496,327338,7741,245,"SA","Alec Johnson Park",",Park,",",Play Equipment,Toilets,","58 Mount Barker Road",,,"SA","Hahndorf","5245","A nice grassy area.",
497,327339,7742,245,"SA","Pioneer Park",",Park,",",Picnic Area,Play Equipment,Shelter,Toilets,","69A Mount Barker Road",,,"SA","Hahndorf","5245","A nice grassy area.",
498,327340,7743,245,"SA","Zanker Drive Reserve",",Park,",,"Zanker Drive",,,"SA","Mount Barker","5251","A nice open lawned area.",
499,327341,7744,245,"SA","Carl Nitschke Park",",Park,",,"Mount Barker Road",,,"SA","Hahndorf","5245","A gravelled car parking area with trees and garden beds.",
500,327342,7745,245,"SA","Turners Bush Reserve",",Park,",",Walking and Hiking trails,","29A Hallett Road",,,"SA","Littlehampton","5250","A heavily forested reserve.",
501,327343,7746,245,"SA","Murray Street Reserve",",Park,",,"Murray Street",,,"SA","Callington","5254","A grass and tree covered reserve with a creek running through it.",
502,327344,7747,245,"SA","Miels Park",",Park,",",Play Equipment,Sports Facilities,Toilets,","77-79 Princes Highway",,,"SA","Littlehampton","5250","Tennis courts, playgroung and more...",
503,327345,7748,245,"SA","Byethorne Park",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Toilets,","Woodside Road",,,"SA","Nairne","5252","This park includes playground, shelters, BBQs and paths.",
504,327346,7749,245,"SA","Mick Murphy Park",",Park,",",Play Equipment,Sports Facilities,","84 Princes Highway",,,"SA","Nairne","5252","A lawned open space with tennis courts.",
505,327347,7750,245,"SA","Matthew Smillie Reserve",",Park,",",Play Equipment,","Matthew Smillie Drive",,,"SA","Nairne","5252","An open lawned area.",
506,327348,7751,245,"SA","Nairne Oval",",Park,",",Play Equipment,Sports Facilities,Toilets,","Sydney Road",,,"SA","Nairne","5252","Nairne Recreation Grounds",
507,327349,7756,245,"SA","Harrogate Tennis Courts",",Park,",",Play Equipment,Sports Facilities,Toilets,","Mail Road",,,"SA","Harrogate","5244",,
508,327350,7764,245,"SA","Brukunga Hall",",Park,",",Play Equipment,Toilets,","Pyrites Road",,,"SA","Brukunga","5252","An open lawned area.",
509,327351,7765,245,"SA","Byard Place Reserve",",Park,",,"2 Byard Place",,,"SA","Hahndorf","5245","An open lawned area.",
510,327352,7766,245,"SA","Birchwood Estate Reserve",",Park,",,"3 Nicholas Paech Drive",,,"SA","Hahndorf","5245","An open lawned area.",
511,327353,7767,245,"SA","Hutton Reserve",",Park,",",Play Equipment,Shelter,Toilets,","Princes Highway",,,"SA","Kanmantoo","5252","Comprisess a mainly grassed area containing playground  barbecue shelter and toilet block.",
512,327354,7768,245,"SA","Whibley Reserve",",Park,",,"Peggy Buxton Road",,,"SA","Brukunga","5252","A reserve with some grassed area, trees and shrubs.",
513,327355,7769,245,"SA","Kanmantoo Reserve",",Park,",",Toilets,","Princes Highway",,,"SA","Kanmantoo","5252","A long reserve with a car park located near Princes Highway.",
514,327356,7770,245,"SA","Callington Recreation Ground",",Oval,",",Play Equipment,Sports Facilities,Toilets,","Callington Road",,,"SA","Callington","5254","An open lawned area.",
515,327357,7771,245,"SA","Macclesfield Recreation Ground",",Oval,",",Play Equipment,Sports Facilities,Toilets,","2-8 Davies Street",,,"SA","Macclesfield","5153","Macclesfield Recreation Grounds is heavily forested around the perimeter and is extensively improved with sporting facilities including  tennis, basketball, netball and football.",
517,327359,7774,245,"SA","Davenport Square",",Park,",",BBQ Facilities,Play Equipment,Toilets,","15-19 Venables Street",,,"SA","Macclesfield","5153","A nice open grassy area.",
519,327361,7776,245,"SA","Stone Reserve",",Park,",",Walking and Hiking trails,","7-13 Davis Road",,,"SA","Macclesfield","5153","Natural bushland.","<p><a href="
520,327362,7777,245,"SA","Blueberry Hill",",Park,",",Walking and Hiking trails,","von Doussa Road",,,"SA","Hahndorf","5245","A natural open area with native vegetation.",
